t0,st0,zr,v0,v1,a,alpha,szr,sv,file,pp,condition
0.5775437,0.32491565,0.5047298,-0.6506232,0.9397084,2.5211976,1.9311022,0.2023546,0.6442502,file358_control.csv,358,control
0.4295604,0.2014051,0.53313845,-1.7342523,2.3695948,1.3844379,1.876218,0.18956105,1.1501375,file205_control.csv,205,control
0.48157144,0.20952548,0.4723698,-1.2336967,1.8915024,0.92381907,1.7968245,0.2017396,1.2377307,file216_control.csv,216,control
0.5062163,0.3149463,0.41675577,-1.1141577,1.6323853,0.53404176,1.7863066,0.20687783,1.4903303,file166_explicitDeadline.csv,166,explicitDeadline
0.5071128,0.29078114,0.62838054,-1.48152,1.6838559,0.53712845,1.7240764,0.21126729,0.7286136,file202_explicitDeadline.csv,202,explicitDeadline
0.49058506,0.23337957,0.39831793,-1.5960416,2.5253253,0.49074477,1.6636966,0.19517894,1.4547638,file326_explicitDeadline.csv,326,explicitDeadline
0.4623609,0.34248614,0.42596138,-0.43969643,1.6304636,0.5881892,1.7847371,0.21100652,0.90192276,file29_explicitDeadline.csv,29,explicitDeadline
0.4561211,0.18791735,0.5071552,-1.6614777,2.089134,1.3367414,1.858735,0.18950866,1.5012382,file18_control.csv,18,control
0.5087399,0.24554439,0.4252991,-1.6709623,2.5871205,0.8838755,1.7776216,0.19858742,0.85675764,file344_control.csv,344,control
0.53405696,0.29688627,0.5843665,-1.1936319,2.0269094,0.51367044,1.7259219,0.20354706,1.0161862,file271_explicitDeadline.csv,271,explicitDeadline
0.52858937,0.24087268,0.4348646,-1.0970113,2.4805393,0.5187085,1.7439461,0.206972,0.84758174,file79_explicitDeadline.csv,79,explicitDeadline
0.5232621,0.21012285,0.4810434,-1.105738,2.1060178,2.0730271,1.7913277,0.18179114,2.365162,file208_control.csv,208,control
0.50335157,0.33861274,0.43338886,-1.316697,1.410798,0.44404987,1.7066593,0.19776884,1.2923138,file74_explicitDeadline.csv,74,explicitDeadline
0.63783264,0.3435397,0.49060106,-1.3594834,1.8229399,0.6281031,1.6421369,0.20055684,1.0909467,file299_control.csv,299,control
0.59216577,0.20360094,0.42770353,-0.67787886,1.6697273,1.7786275,1.9043809,0.2008356,0.8193542,file274_control.csv,274,control
0.54698557,0.29837045,0.47257787,-1.2297583,2.152394,0.72577506,1.6051326,0.19763565,1.3874874,file309_control.csv,309,control
0.5633147,0.35813105,0.44626972,-1.4235926,1.5939505,1.0390965,1.8319927,0.20459634,0.9592207,file228_control.csv,228,control
0.55783784,0.2351774,0.42480767,-0.99777883,2.1003063,1.3310906,1.8155416,0.20403941,0.764896,file113_control.csv,113,control
0.49925092,0.2964312,0.43750426,-0.6908502,1.9927776,1.8286659,1.8996732,0.19526514,1.2081016,file116_control.csv,116,control
0.5161209,0.2957378,0.45476216,-1.4786744,1.9117101,0.5498588,1.7783363,0.20644106,1.0977468,file46_explicitDeadline.csv,46,explicitDeadline
0.5303177,0.2081996,0.5845231,-0.8065723,1.8453901,1.4964845,1.8231587,0.20234275,1.2411472,file311_control.csv,311,control
0.42138517,0.19955643,0.40462327,-1.0088536,2.136931,1.6156813,1.8071268,0.19318143,1.6244062,file181_control.csv,181,control
0.41133922,0.11892737,0.5752314,-0.5837879,1.4161083,3.2477198,1.8751893,0.23969917,1.3113085,file80_control.csv,80,control
0.5510598,0.29231972,0.41035685,-0.93715304,2.0216477,0.51271975,1.6759938,0.20549424,0.929176,file192_explicitDeadline.csv,192,explicitDeadline
0.6181782,0.423808,0.38186395,-1.2229266,2.276274,1.1361153,1.7981807,0.19693507,1.0611049,file300_control.csv,300,control
0.49452978,0.23009114,0.30004227,-2.704798,2.229952,0.58950716,1.78698,0.19946176,0.67267776,file185_explicitDeadline.csv,185,explicitDeadline
0.4896959,0.2680736,0.4394414,-1.4425449,1.9592506,1.3335664,1.8666313,0.19419867,1.3336422,file121_control.csv,121,control
0.42265376,0.24147084,0.43900147,-0.34572744,2.509857,0.5472193,1.5550928,0.19761106,1.0754673,file145_control.csv,145,control
0.5443197,0.17156102,0.4736729,-0.8281664,2.0148652,1.5668591,1.9229302,0.1906636,1.1994342,file257_control.csv,257,control
0.4833862,0.25129774,0.4544989,-1.1641589,1.6357551,0.52266157,1.7795771,0.20349355,1.2148494,file280_explicitDeadline.csv,280,explicitDeadline
0.5177041,0.25697643,0.5836175,-1.8349594,2.0470514,0.4599161,1.5959568,0.19287558,1.593343,file378_explicitDeadline.csv,378,explicitDeadline
0.4530574,0.2042994,0.5561296,-0.8475155,2.731873,0.5676672,1.7839959,0.20251027,0.8222193,file240_explicitDeadline.csv,240,explicitDeadline
0.47791466,0.28465378,0.56551164,-1.1276898,1.654317,0.5586363,1.8033034,0.21381421,0.9113462,file331_explicitDeadline.csv,331,explicitDeadline
0.4251108,0.2016538,0.44772798,-0.8342822,2.5176947,0.504914,1.7189825,0.21050034,0.6420424,file327_explicitDeadline.csv,327,explicitDeadline
0.42754957,0.25936836,0.6707975,-0.96098274,1.342044,0.56198406,1.7914801,0.2145167,0.9922619,file56_explicitDeadline.csv,56,explicitDeadline
0.55453885,0.24918072,0.51140815,-1.7454867,1.4843249,1.31067,1.8486708,0.19608623,1.5507156,file62_control.csv,62,control
0.4764044,0.24487133,0.555494,-1.5948735,1.7334015,0.9675291,1.8054633,0.20109606,1.0417483,file183_control.csv,183,control
0.4851836,0.2862703,0.4328338,-0.4193756,1.6081867,0.38696957,1.7797785,0.21131817,1.0510421,file236_explicitDeadline.csv,236,explicitDeadline
0.49467188,0.30879322,0.47916046,-1.5270804,1.7763189,1.7819328,1.9381787,0.19509177,0.88927805,file245_control.csv,245,control
0.50559545,0.22795786,0.42032763,-1.9985554,1.8506777,0.99852186,1.8819724,0.19585842,1.1305591,file315_control.csv,315,control
0.53191286,0.306054,0.5140247,-2.2487783,1.561658,0.49242428,1.6619313,0.20019525,1.2368575,file64_explicitDeadline.csv,64,explicitDeadline
0.45503598,0.10879585,0.5301209,-1.2950397,2.6374278,1.6292851,1.8028672,0.18731377,1.6872804,file77_control.csv,77,control
0.503216,0.21496406,0.37093768,-1.5558134,2.516151,0.52851033,1.6917366,0.19761458,1.1111376,file211_explicitDeadline.csv,211,explicitDeadline
0.5045501,0.16777714,0.47734657,-0.90363026,1.9507998,1.283567,1.9091338,0.19903931,0.956585,file305_control.csv,305,control
0.5764109,0.29231286,0.7066384,-1.9733889,2.603945,0.4827479,1.5682212,0.19241086,0.8732026,file124_explicitDeadline.csv,124,explicitDeadline
0.4809624,0.2675651,0.58240163,-1.4054793,2.2661827,0.48132873,1.6183031,0.20048873,1.0019591,file201_explicitDeadline.csv,201,explicitDeadline
0.4983684,0.2954158,0.3528057,-1.2039098,1.8722343,0.51982766,1.7977448,0.20986077,0.8671635,file193_explicitDeadline.csv,193,explicitDeadline
0.49875298,0.2817371,0.67523944,-0.71080285,1.4451466,0.54855716,1.7918326,0.21516897,0.95206904,file50_explicitDeadline.csv,50,explicitDeadline
0.67229074,0.45552212,0.46320146,-1.061372,1.2044239,1.739494,1.897884,0.20189823,0.55881137,file341_control.csv,341,control
0.44977114,0.24652371,0.6175923,-1.8477786,1.9523785,0.62403077,1.7298532,0.2015025,0.879082,file137_explicitDeadline.csv,137,explicitDeadline
0.42300665,0.10376548,0.5531341,-0.997859,1.9983777,1.6877567,1.7141747,0.20234938,1.5382575,file217_control.csv,217,control
0.5028271,0.30646715,0.51428586,-0.8510225,2.5513642,0.50746536,1.6930534,0.21096729,0.66792905,file319_explicitDeadline.csv,319,explicitDeadline
0.41977462,0.21340588,0.5439778,-1.5410787,0.95515144,2.2583385,1.8087311,0.21282881,0.9740214,file186_control.csv,186,control
0.51814306,0.19124727,0.5324352,-1.3546764,1.9171859,1.1469995,1.8477658,0.19703531,1.3524888,file19_control.csv,19,control
0.4079261,0.2799332,0.4803232,-1.2127116,2.6635695,1.636086,1.885624,0.18345873,1.4827232,file57_control.csv,57,control
0.6425735,0.3899325,0.52815247,-1.1148096,1.8962137,0.98332644,1.6698793,0.20104025,0.9977663,file139_control.csv,139,control
0.4050379,0.17842825,0.4570505,-0.7098252,1.3823526,2.2626421,1.758408,0.2167885,1.23546,file266_control.csv,266,control
0.41885138,0.24354377,0.434077,-1.1881381,1.5493106,1.8667108,1.786772,0.20298421,1.3136644,file213_control.csv,213,control
0.537745,0.25822657,0.5001286,-1.0658345,1.9071684,1.8210672,1.8464164,0.19730812,1.0777005,file241_control.csv,241,control
0.48702613,0.13382779,0.49049723,-1.4938253,1.6013013,1.5090022,1.90408,0.19069962,1.4708843,file70_control.csv,70,control
0.5180685,0.26569393,0.5475443,-1.1840458,2.8130343,1.329996,1.8614585,0.18822563,1.149996,file342_control.csv,342,control
0.48569873,0.24455032,0.42945206,-0.70754373,1.3173615,0.5440635,1.7871566,0.21859737,0.7454163,file182_explicitDeadline.csv,182,explicitDeadline
0.38686925,0.26865125,0.51003915,-0.44553652,1.7295883,2.2452848,1.8153673,0.20991877,0.9720502,file12_control.csv,12,control
0.43841317,0.19343233,0.5868156,-1.6371672,1.5912888,1.6935834,1.8365805,0.20027359,1.2267874,file263_control.csv,263,control
0.54177195,0.28772995,0.6225304,-2.082808,1.5837575,0.47465697,1.6430426,0.19579035,1.4961579,file71_explicitDeadline.csv,71,explicitDeadline
0.5202631,0.1844612,0.47674623,-1.1949315,0.5341537,1.1034386,1.8370281,0.20959747,0.76032466,file310_control.csv,310,control
0.45254624,0.15810354,0.53037864,-1.7333174,2.1237595,0.8861703,1.8300071,0.19323023,1.4761919,file293_control.csv,293,control
0.43151987,0.1953602,0.39991856,-1.2312081,2.4783545,0.5904288,1.6959562,0.19730987,1.5184335,file34_explicitDeadline.csv,34,explicitDeadline
0.48944017,0.24512702,0.49544868,-1.4449935,1.9245627,1.2380826,1.8364545,0.195785,1.3435006,file298_control.csv,298,control
0.69539547,0.40906668,0.57362103,-1.1867609,1.7697014,1.238381,1.8877721,0.1939487,1.1922808,file21_control.csv,21,control
0.44343653,0.1814394,0.4965396,-1.8071057,2.5770004,0.63007337,1.7581358,0.19365676,0.99289393,file152_explicitDeadline.csv,152,explicitDeadline
0.5607841,0.2590207,0.39015496,-0.61354846,1.5213329,0.47460446,1.7530881,0.20505694,1.1440469,file278_explicitDeadline.csv,278,explicitDeadline
0.5883742,0.40788978,0.39448392,-1.2593688,2.3288083,0.9917632,1.7898017,0.19566952,1.3720485,file173_control.csv,173,control
0.48141757,0.36006114,0.6683517,-0.8890376,1.3219067,0.57677776,1.765278,0.20546836,1.268877,file20_explicitDeadline.csv,20,explicitDeadline
0.4965259,0.21859382,0.5495091,-1.2873453,2.305371,0.5485694,1.6937367,0.19915092,0.9518593,file61_explicitDeadline.csv,61,explicitDeadline
0.50069404,0.29553223,0.70309466,-2.459349,2.4788888,0.61539644,1.6036937,0.18416001,1.2628138,file320_explicitDeadline.csv,320,explicitDeadline
0.56493783,0.32655096,0.27811375,-1.8378145,1.5387553,0.51670444,1.7100147,0.20181274,1.27238,file376_explicitDeadline.csv,376,explicitDeadline
0.5165342,0.24267237,0.39524257,-1.6368263,1.9117492,0.85627705,1.818156,0.20379177,0.8086968,file307_control.csv,307,control
0.4131564,0.20048125,0.54281384,-0.3708496,1.795108,0.48478368,1.6442715,0.20364219,0.9914317,file117_explicitDeadline.csv,117,explicitDeadline
0.46402887,0.2782419,0.48440206,-0.44082204,2.198479,0.4850837,1.6631541,0.20869659,0.7604295,file238_explicitDeadline.csv,238,explicitDeadline
0.62238854,0.30461887,0.5742276,-0.9885916,1.2182783,2.5744872,1.8811384,0.20497912,0.68982035,file156_control.csv,156,control
0.47389403,0.29178348,0.5029972,-1.4454336,2.2725546,0.59895146,1.6721519,0.19980854,1.2030686,file330_explicitDeadline.csv,330,explicitDeadline
0.48163727,0.2778457,0.4871419,-0.58467335,1.534893,0.50382465,1.744385,0.20874976,1.1514775,file176_explicitDeadline.csv,176,explicitDeadline
0.49121016,0.25730115,0.59659964,-1.5298111,2.3008597,0.4443901,1.6058067,0.19732952,1.0546373,file115_explicitDeadline.csv,115,explicitDeadline
0.44000748,0.28127423,0.30546454,-0.31562164,2.1478097,0.5408701,1.7739068,0.20751032,0.94842625,file69_explicitDeadline.csv,69,explicitDeadline
0.5765564,0.30962363,0.5776141,-1.0013332,0.94833565,0.447347,1.8133316,0.21198006,1.0599171,file322_explicitDeadline.csv,322,explicitDeadline
0.5108435,0.2707293,0.59634924,-0.92242146,2.1414387,0.5029274,1.7600489,0.20569944,1.1328926,file332_explicitDeadline.csv,332,explicitDeadline
0.51512295,0.25068316,0.38123915,-0.69343656,1.9907575,0.5762598,1.7951207,0.20762764,1.1709299,file375_explicitDeadline.csv,375,explicitDeadline
0.51190764,0.33020782,0.30641967,-1.6060984,2.1030881,0.46667197,1.6516064,0.19701943,1.5583941,file328_explicitDeadline.csv,328,explicitDeadline
0.4836256,0.20267095,0.47589028,-0.6517307,1.9857839,0.7241131,1.6887789,0.20769143,0.9494799,file251_control.csv,251,control
0.52288276,0.25488082,0.4695186,-1.2772255,2.0304503,1.245824,1.8144636,0.197659,1.2393031,file140_control.csv,140,control
0.44014302,0.29868641,0.40447554,-0.5494918,1.7777941,1.3921317,1.4853102,0.20318486,1.5865092,file255_control.csv,255,control
0.47759706,0.26890144,0.50337976,-1.6144795,1.58025,0.49759224,1.7128496,0.20205268,1.2116597,file258_explicitDeadline.csv,258,explicitDeadline
0.5237422,0.26786458,0.49216962,-1.5383365,2.279091,0.47668037,1.7193246,0.19936544,0.99517304,file231_explicitDeadline.csv,231,explicitDeadline
0.4584466,0.33622754,0.61615306,-0.72853637,0.75121325,0.5147487,1.6356323,0.20419632,1.024863,file256_explicitDeadline.csv,256,explicitDeadline
0.4894432,0.29161212,0.47744435,-1.8680515,1.8197912,0.98946047,1.7659432,0.20213681,0.89994514,file282_control.csv,282,control
0.53282434,0.32162407,0.6720218,-0.6984068,1.8472817,0.50253385,1.7814642,0.21111166,1.0245237,file371_explicitDeadline.csv,371,explicitDeadline
0.5266066,0.27240276,0.49062604,-1.8267541,2.2771463,1.0301542,1.7725494,0.1922887,1.3169471,file49_control.csv,49,control
0.5167943,0.34431484,0.5104301,-1.2629851,1.9671181,0.49433526,1.6892233,0.20232388,1.0863639,file369_explicitDeadline.csv,369,explicitDeadline
0.49128154,0.32424867,0.59299755,-0.38570106,2.146185,0.66491365,1.544049,0.20574886,0.897989,file296_control.csv,296,control
0.57654977,0.38020772,0.5032514,-1.4581124,2.110131,0.9569953,1.7013153,0.19426352,1.716211,file142_control.csv,142,control
0.39577875,0.16567706,0.491844,-0.8589537,1.4003069,2.1349044,1.8360635,0.21375124,1.1371964,file215_control.csv,215,control
0.4725897,0.22936584,0.5550726,-1.0550565,1.1633159,0.5278078,1.7891176,0.21849465,0.75893366,file230_explicitDeadline.csv,230,explicitDeadline
0.55082256,0.2913121,0.43239546,-1.3107326,1.4057112,1.5049407,1.9104098,0.20639631,0.7698653,file218_control.csv,218,control
0.47912413,0.20757811,0.34287393,-1.9896133,2.6015632,0.595582,1.7575004,0.19211419,1.2212347,file318_explicitDeadline.csv,318,explicitDeadline
0.44875234,0.21571851,0.66730773,-0.8661738,1.674515,0.5529073,1.7186832,0.20927176,0.8766625,file267_explicitDeadline.csv,267,explicitDeadline
0.43206185,0.12464215,0.48157817,-0.94835323,2.2795262,1.3071271,1.7964565,0.1972633,1.518768,file303_control.csv,303,control
0.5424069,0.2577742,0.4112932,-1.2860521,1.5231172,0.85565305,1.8581285,0.20419,1.287001,file184_control.csv,184,control
0.5370915,0.2924386,0.4162811,-0.5500423,1.6102502,0.46059188,1.7790592,0.21033223,0.90200275,file335_explicitDeadline.csv,335,explicitDeadline
0.41632447,0.32920125,0.4357688,-0.15871848,1.1314955,1.2530266,1.7813308,0.21011108,0.9071531,file11_control.csv,11,control
0.48679063,0.31630656,0.4653903,-1.2831309,0.7127819,0.50161,1.7167604,0.20078315,1.3963773,file195_explicitDeadline.csv,195,explicitDeadline
0.5757029,0.3326573,0.60390747,-1.1456017,2.0812402,0.87984514,1.7402521,0.19746092,1.1919439,file10_control.csv,10,control
0.50696623,0.34892297,0.46554235,-1.4879191,1.2808192,1.0327238,1.7142637,0.20259671,1.0937511,file314_control.csv,314,control
0.44580597,0.28880462,0.50608826,-0.63562405,1.5895398,0.5488855,1.7546098,0.21128379,1.0716758,file81_explicitDeadline.csv,81,explicitDeadline
0.55775255,0.3636112,0.5200533,-1.4343244,1.7515869,0.824015,1.7512938,0.19990763,1.5286953,file53_control.csv,53,control
0.34683484,0.27652717,0.442413,-0.18073493,1.3082927,2.736944,1.6473224,0.22008252,1.0113251,file356_control.csv,356,control
0.4574907,0.17569657,0.46883008,-0.9157776,2.162063,2.0642896,1.9295759,0.18738163,1.104703,file47_control.csv,47,control
0.44426474,0.3166348,0.46947843,-0.7486201,2.0039833,0.48644873,1.7232213,0.20703068,1.048204,file60_explicitDeadline.csv,60,explicitDeadline
